date,"('ICLN', 'ICLN')","('XLE', 'XLE')","('VIX', '^VIX')","('Brent', 'BZ=F')","('SP500', '^GSPC')",dgs10,carbon_eua,"('ICLN', 'ICLN')_ret","('XLE', 'XLE')_ret","('Brent', 'BZ=F')_ret",carbon_eua_ret,"('SP500', '^GSPC')_ret",dgs10_diff,carbon_shock_resid,carbon_shock
2020-10-20,20.068330764770508,25.045360565185547,29.350000381469727,43.15999984741211,3443.1201171875,0.81,24.92,0.0200580491919013,0.0117748022627099,0.0125905352454241,-0.0226155244687715,0.0047161953200011,0.03,-0.025615790109364173,0
2020-10-21,19.19538307189941,24.567907333374023,28.64999961853028,41.72999954223633,3435.56005859375,0.83,24.06,-0.0444732035730734,-0.0192475921103917,-0.0336938532207263,-0.0351199833727197,-0.0021981140115702,0.0199999999999999,-0.03402961804625837,0
2020-10-22,19.128965377807617,25.581445693969727,28.11000061035156,42.459999084472656,3453.489990234375,0.87,24.68,-0.0034660868754381,0.0404262998390305,0.0173421510791892,0.0254424884906543,0.0052053540034913,0.04,0.023665120879608686,0
2020-10-23,19.18589782714844,25.455799102783203,27.549999237060547,41.77000045776367,3465.389892578125,0.85,25.98,0.0029718227590831,-0.0049237315033636,-0.0163840452447628,0.0513338122052664,0.0034398383203894,-0.02,0.04966613167757279,1
2020-10-26,18.78737449645996,24.54277610778809,32.459999084472656,40.459999084472656,3400.969970703125,0.81,24.35,-0.020990446100828,-0.0365260209133405,-0.0318645803565962,-0.0647951617138546,-0.018764472985322,-0.0399999999999999,-0.06321716129502916,1
2020-10-27,18.64504814147949,24.22447967529297,33.349998474121094,41.20000076293945,3390.679931640625,0.79,24.55,-0.0076044792627183,-0.0130538799971762,0.0181244657617912,0.0081800047119306,-0.0030302053504455,-0.02,0.010173710823407634,0
2020-10-28,18.36039161682129,23.21093368530273,40.27999877929688,39.119998931884766,3271.030029296875,0.79,23.52,-0.0153848807751578,-0.0427402315202289,-0.0518044570103713,-0.0428607312101034,-0.0359255421085777,0.0,-0.04480468051034631,0
2020-10-29,18.73993492126465,23.92292594909668,37.59000015258789,37.650001525878906,3310.110107421875,0.85,24.15,0.0204610892291519,0.0302137966944687,-0.038300823089163,0.0264332570681554,0.0118765249399974,0.0599999999999999,0.020072090993469675,0
2020-10-30,18.55965042114257,24.05694580078125,38.02000045776367,37.459999084472656,3269.9599609375,0.88,24.19,-0.0096669119733213,0.0055865176521179,-0.0050593221980838,0.0016549445233542,-0.0122037134452599,0.03,0.00559197821971417,0
2020-11-02,18.89175033569336,24.87783432006836,37.130001068115234,38.970001220703125,3310.239990234375,0.87,24.15,0.0177354444881528,0.0335534575285734,0.0395184780989827,-0.0016549445233542,0.0122429508905916,-0.01,-0.004018004041820618,0
